,hor_1_3,hor_1_5,hor_1_6,hsat2_1_3,hsat3_1_1,bsat_1_1,hsat3_1_3,hsat2_1_6,hsat2_2_5,hor_2_2,mon_3_1,dhor_3_2,hor_3_1,hor_3_2,hsat1_3_1,hsat1_3_2,hsat3_3_1,censat_3_4,hor_3_4,hsat3_4_2,hor_4_1,hsat1_4_2,hor_4_2,hsat1_4_3,hor_4_3,hor_4_4,mon_5_1,hor_5_2,hor_5_5,hsat3_5_1,hor_5_6,hor_5_8,mon_5_5,hor_6_1,dhor_6_1,mon_7_3,hsat3_7_6,mon_7_4,hor_7_1,mon_7_6,hor_7_2,mon_7_7,mon_8_1,hor_8_2,hor_9_1,hsat3_9_2,bsat_9_5,hsat3_9_3,hsat3_10_1,hsat3_10_2,mon_10_1,hor_10_1,hor_10_2,hor_10_3,mon_10_2,hsat3_10_3,hsat3_10_4,hsat2_10_3,mon_11_1,mon_11_3,hor_11_2,mon_11_4,gsat_12_2,mon_12_2,hor_12_2,dhor_12_8,mon_12_6,hsat1_13_1,hsat3_13_2,bsat_13_4,hsat3_13_6,censat_13_13,hsat3_13_7,mon_13_2,hsat3_13_12,censat_13_21,hsat1_13_6,hor_13_3,censat_14_1,censat_14_3,bsat_14_1,hsat3_14_2,hsat3_14_3,bsat_14_5,hsat3_14_7,bsat_14_8,hsat3_14_9,bsat_14_9,hsat3_14_10,mon_14_9,hsat3_14_20,mon_14_11,hsat3_14_21,mon_14_13,hor_14_3,censat_14_47,bsat_15_1,hsat3_15_2,hsat1_15_1,hsat3_15_3,censat_15_7,bsat_15_5,hsat1_15_3,hsat3_15_7,mon_15_1,mon_15_7,hsat3_15_12,hor_15_1,mon_15_11,hor_15_2,hor_15_3,mon_16_1,mon_16_2,hor_16_2,mon_16_6,hsat2_16_15,hsat3_17_1,hsat3_17_2,hsat3_17_4,hor_17_1,hor_17_2,hsat3_17_5,hor_18_1,hor_18_3,hor_18_5,mon_19_2,hor_19_2,hor_19_4,hor_19_8,mon_19_5,hor_20_1,hor_20_2,hor_20_3,mon_20_4,mon_20_5,hor_20_4,mon_20_9,mon_20_15,hsat3_20_3,censat_21_1,bsat_21_1,hsat3_21_2,hsat1_21_1,hsat3_21_3,hsat3_21_4,bsat_21_7,hsat3_21_5,hsat3_21_6,hsat3_21_8,mon_21_2,hsat3_21_14,hsat3_21_17,hsat1_21_4,hor_21_3,censat_22_1,bsat_22_1,hsat3_22_2,hsat1_22_1,hsat3_22_3,censat_22_7,bsat_22_6,hsat1_22_2,hsat3_22_8,hsat3_22_9,bsat_22_8,hsat3_22_10,hsat3_22_11,hor_22_2,bsat_22_12,hor_22_6,hsat3_22_15,hsat3_22_17,hsat3_22_19,mon_22_7,hsat3_22_20,mon_22_9,hor_22_9,censat_22_49,mon_X_5,hor_X_1,mon_X_6,bsat,censat,ct,dhor,gsat,hor,hsat1,hsat2,hsat3,mon,centromere,unique,total
hor_5_2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,25949,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5207,0,0,0,0,0,20700,25949
hor_5_5,0,11309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,208541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,20505,0,0,0,0,0,187913,208541
hsat3_5_1,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,225199,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,2636,0,2279,0,0,0,0,0,0,0,149,118,0,0,0,0,0,0,0,0,0,0,0,79,0,159,0,5,0,9,0,0,0,0,0,0,118,0,0,150,0,54,0,17,0,7,0,2,0,0,0,0,82,0,0,0,0,0,18,0,0,5,0,0,0,0,0,0,0,0,0,3,149,25,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,0,0,38,0,42,5,0,26,152,163,0,7,0,0,0,0,0,131,0,7,0,0,0,237,4,0,20,17,0,0,0,2,85,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6320,0,0,218873,225199
hor_5_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,96,0,1801,0,0,0,82,10,62128,64139
hor_5_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3884,0,0,0,0,0,56431,60360
mon_5_5,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,87839,0,0,16,0,34,0,34,0,13,8,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,44,20,0,1,0,0,0,0,42,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,6,27,0,0,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,30,0,0,0,7,26,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,18,0,0,8,0,23,0,0,0,22,0,0,0,0,0,193,0,87612,87839
hor_6_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67725,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,67690,67725
dhor_6_1,0,0,0,0,0,0,0,0,0,0,0,652,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,33,316662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,802,0,52,0,0,0,64,0,315568,316662
mon_7_3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,131170,0,16,0,18,0,35,11,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,14,21,0,18,0,0,0,1,54,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,20,0,46,0,0,0,0,0,0,0,0,0,0,0,49,0,0,45,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,28,0,0,0,24,0,0,0,45,48,0,16,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,46,0,0,28,0,63,0,0,0,15,0,0,0,0,0,604,0,130520,131170
hsat3_7_6,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,144892,0,0,0,0,0,0,0,0,114,0,453,0,0,0,0,0,0,0,90,21,0,0,0,0,0,0,0,0,0,0,0,53,0,153,0,15,0,43,0,0,0,0,0,0,21,17,0,124,0,28,0,20,0,17,0,0,0,0,0,0,28,0,41,0,0,0,1,0,0,23,0,0,0,0,0,0,0,0,0,0,96,29,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,33,0,19,0,0,15,74,92,0,17,5,0,0,0,0,46,0,43,0,0,0,81,0,0,45,0,0,0,0,0,58,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955,0,0,143931,144892
mon_7_4,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,16,0,188087,0,129654,0,17,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,62,7,0,7,0,0,0,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,28,0,0,8,0,0,3763,2981,0,37,0,0,0,0,0,0,0,0,0,0,6,0,0,0,48,0,0,0,10,34,0,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14,0,0,0,0,44,0,0,0,7,0,12,0,0,0,132826,0,55241,188087
hor_7_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44666,1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030,0,43636,44666
mon_7_6,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,34,0,0,18,0,129654,1027,332882,0,17,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,46,7,0,10,0,0,0,7,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,14,0,0,0,0,0,0,0,0,0,0,3,30,0,0,8,0,0,8411,13231,0,45,0,0,0,0,0,0,0,0,0,0,6,0,0,0,52,0,0,0,12,34,6,16,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14,0,0,3,0,55,0,0,0,11,0,1045,0,0,0,143180,0,188642,332882
hor_7_2,0,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172666,0,0,0,0,0,0,0,0,0,0,121,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,100,0,0,0,0,0,172544,172666
mon_7_7,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,13,0,0,35,0,17,0,17,0,393195,12,0,0,0,0,0,0,0,20,0,0,0,7,0,0,0,72,26,0,46,0,11,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,27,0,0,8,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,3,0,0,0,33,0,0,0,15,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,42,0,0,0,18,0,0,0,0,0,334,3,392836,393195
mon_8_1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,8,0,0,11,0,0,0,0,0,12,314572,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,22,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,8,0,0,0,0,0,80,0,314471,314572
hor_8_2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,0,0,0,0,0,135502,136247
hor_9_1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,377,0,650,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,19,18,0,0,0,0,0,66,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,921,0,0,0,0,0,274273,275473
hsat3_9_2,0,0,0,0,147,0,5,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,2636,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,186943,0,1458,0,0,0,0,0,0,0,211,149,0,0,0,0,0,0,0,0,0,0,0,17,0,162,0,0,0,0,0,0,0,0,0,0,80,10,0,249,0,31,0,8,0,4,0,22,0,0,0,0,42,0,5,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,7,158,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,24,0,7,4,0,47,107,150,0,7,26,0,0,0,0,84,0,9,0,0,0,199,13,0,50,0,0,0,0,0,137,17,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4607,0,0,182332,186943
bsat_9_5,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,19,0,0,27,0,42,0,99,0,0,0,0,0,0,0,0,36,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,100,0,0,0,0,0,0,0,0,0,41,0,0,0,0,72,0,0,0,38,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,3803,0,0,0,0,0,0,0,0,0,0,92513,96317
hsat3_9_3,0,0,0,0,388,0,18,0,0,0,0,0,0,0,0,0,102,0,0,195,0,0,0,0,0,0,0,0,0,2279,0,0,0,0,0,0,453,0,0,0,0,0,0,0,0,1458,0,5325959,0,1,0,0,0,0,0,358,250,0,0,0,0,0,0,0,0,0,0,0,310,0,367,0,177,0,105,0,0,0,0,0,0,245,124,0,429,0,123,0,63,0,88,0,41,0,0,0,0,139,0,105,0,0,0,121,0,0,64,0,0,0,0,0,0,0,0,0,2,290,40,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104,0,0,189,0,292,11,0,38,249,417,0,62,8,0,0,0,0,531,0,109,0,0,0,532,107,0,88,5,0,0,0,6,299,62,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8444,0,0,5317491,5325959
hsat3_10_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88202,88202
hsat3_10_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,144114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,138,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,0,0,143664,144114
mon_10_1,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,41,0,0,27,0,15,0,15,0,20,9,0,0,0,0,0,0,0,445513,0,0,0,0,0,0,0,64,28,0,35,0,0,0,4,26,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,3,39,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,12,6,4,23,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,9,0,68,0,0,0,49,0,13,0,0,0,365,4,445058,445513
hor_10_1,0,31,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,63,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,199971,1375,324,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,1761,0,0,0,0,0,197887,199971
hor_10_2,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1375,13480,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1391,0,0,0,0,0,12011,13480
hor_10_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,48,35760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,328,0,0,0,0,0,35373,35760
mon_10_2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,97560,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,75,0,97485,97560
hsat3_10_3,0,0,0,0,3210,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,211,0,358,0,0,0,0,0,0,0,198580,850,0,0,0,0,0,0,0,0,0,0,0,74,0,159,0,0,0,6,0,0,0,0,0,0,46,0,0,143,0,8,0,0,0,26,0,2,0,0,0,0,6,0,15,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,3,65,15,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,63,0,40,0,0,24,58,97,0,1,0,0,0,0,0,56,0,18,0,0,0,121,21,0,15,0,0,0,0,0,460,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4797,0,0,193783,198580
hsat3_10_4,0,0,0,0,1336,0,15415,0,0,0,0,0,0,0,0,0,30,0,0,72,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,149,0,250,0,0,0,0,0,0,0,850,107188,0,0,0,0,0,0,0,0,0,0,0,54,0,75,0,70,0,0,0,0,0,0,0,0,31,72,0,68,0,1,0,2119,0,0,0,15,0,0,0,0,3,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,81,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,41,0,29,5785,0,10,28,21,0,0,0,0,0,0,0,43,0,94,0,0,0,25,0,0,36,0,0,0,0,0,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21546,0,0,85641,107188
hsat2_10_3,0,0,0,3547,0,0,0,6473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8007,0,0,0,99553,107570
